race_id,馬名,着順_num,予測スコア,予測順位,単勝オッズ,人気,勝ち確率,単勝期待値
202505010105,ファイアーレッド,12.0,0.0020214738663103735,9.0,46.3,8.0,0.0020214738663103735,-0.9064057599898298
202505010105,ピースフルゴールド,7.0,0.0007417261867656999,10.0,7.8,4.0,0.0007417261867656999,-0.9942145357432275
202505010105,ペイシャヴァルワン,6.0,0.0005027003865097031,11.0,169.4,14.0,0.0005027003865097031,-0.9148425545252563
202505010105,ヨカゼ,5.0,0.00043192164083661764,12.0,61.1,11.0,0.00043192164083661764,-0.9736095877448827
202505010105,ヴェントドーロ,14.0,0.00036800619301036153,13.0,151.7,13.0,0.00036800619301036153,-0.9441734605203281
202505010105,ジャヴェール,13.0,0.00032296018230987007,14.0,170.8,15.0,0.00032296018230987007,-0.9448384008614742
202505010105,ワカムシャ,8.0,1.942716727052074e-06,15.0,20.0,7.0,1.942716727052074e-06,-0.9999611456654589
202505010105,カールルイコ,11.0,1.2462407809609667e-06,16.0,147.8,12.0,1.2462407809609667e-06,-0.999815805612574
202505010106,キューティリップ,6.0,0.2376884172384454,1.0,4.5,3.0,0.2376884172384454,0.06959787757300417
202505010106,カフェロワドール,3.0,0.19036836284754244,2.0,18.4,7.0,0.19036836284754244,2.5027778763947808
202505010106,スペードギニー,5.0,0.16041222488506324,3.0,3.3,1.0,0.16041222488506324,-0.4706396578792913
