券種,レース条件,馬,オッズ,人気,点数,的中,ROI,CI下,最悪年,年100超
単勝,少頭数-12,MF複勝3位以内,5-15,人気4以下,2196,202,77.9,67.6,61.3,0
複勝,全体,MF複勝1位,1-20,人気4以下,1120,349,74.3,67.6,68.3,0
単勝,多頭数16+,MF複勝3位以内,10-20,人気1-6,1669,110,83.3,67.6,66.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-10,人気1-3,881,156,78.7,67.5,55.4,0
複勝,短距離-1400,MF複勝2位以内,10-20,人気不問,695,175,78.3,67.5,52.8,0
単勝,多頭数16+,MF複勝3位以内,1-10,人気4以下,2249,232,76.8,67.4,72.7,0
単勝,多頭数16+,MF複勝1位,3-10,人気不問,2861,503,73.9,67.4,64.3,0
単勝,多頭数16+,MF複勝2位以内,5-15,人気4-6,1629,153,80.1,67.4,64.7,0
単勝,多頭数16+,MF複勝3位以内,3-10,人気4以下,2249,232,76.8,67.4,72.7,0
単勝,多頭数16+,MF複勝3位以内,1-10,人気4-6,2244,231,76.6,67.3,72.7,0
単勝,短距離-1400,MF複勝5位以内,10-20,人気1-6,3986,241,77.4,67.3,63.7,0
複勝,少頭数-12,MF複勝3位以内,10-20,人気4-6,900,253,75.9,67.3,63.5,0
複勝,全体,MF複勝1位,1-20,人気4-6,1012,326,73.9,67.3,63.9,0
単勝,短距離-1400,MF複勝5位以内,10-20,人気不問,5231,302,76.2,67.3,70.8,0
単勝,短距離-1400,MF複勝1位,5-30,人気1-6,918,112,82.3,67.3,69.4,1
複勝,短距離-1400,MF複勝1位,1-20,人気4-6,418,138,78.3,67.2,54.6,1
複勝,道悪,MF複勝2位以内,5-15,人気4以下,451,144,77.9,67.2,58.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気不問,1617,366,74.4,67.2,66.8,0
単勝,芝,MF複勝2位以内,1-20,人気4-6,1893,171,78.5,67.2,69.2,0
単勝,長距離1900+,MF複勝2位以内,1-10,人気4-6,533,65,84.8,67.2,48.0,2
単勝,多頭数16+,MF複勝2位以内,5-30,人気4以下,2095,173,78.6,67.1,58.0,0
単勝,芝,MF複勝1位,5-15,人気1-3,615,87,83.2,67.0,56.2,2
単勝,短距離-1400,MF複勝3位以内,1-20,人気4-6,3312,287,75.9,67.0,64.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-20,人気1-3,883,156,78.5,67.0,55.1,0
単勝,多頭数16+,MF複勝3位以内,3-10,人気4-6,2244,231,76.6,67.0,72.7,0
複勝,長距離1900+,MF複勝1位,5-30,人気4以下,228,77,82.5,67.0,55.4,1
単勝,長距離1900+,MF複勝3位以内,5-30,人気1-3,1757,222,76.3,66.9,66.9,0
単勝,短距離-1400,MF複勝3位以内,5-30,人気4以下,4103,319,75.6,66.9,65.4,0
複勝,多頭数16+,MF複勝1位,5-30,人気不問,1190,391,73.0,66.9,63.5,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,10-20,人気不問,760,203,76.7,66.9,57.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気1-3,860,150,78.7,66.8,53.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気1-3,1354,178,76.7,66.7,39.6,0
複勝,長距離1900+,MF複勝2位以内,10-20,人気4-6,229,65,84.6,66.7,60.0,1
単勝,長距離1900+,MF複勝3位以内,5-15,人気1-3,1753,222,76.5,66.7,66.9,0
単勝,多頭数16+,MF複勝2位以内,10-20,人気不問,837,57,89.5,66.7,24.9,4
複勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気4以下,312,112,78.3,66.6,63.2,1
複勝,道悪,MF複勝3位以内,10-20,人気4以下,534,132,78.8,66.6,54.1,0
複勝,道悪,MF複勝2位以内,5-30,人気4-6,455,144,77.6,66.6,55.2,0
複勝,短距離-1400,MF複勝2位以内,10-20,人気4以下,669,163,77.3,66.6,54.0,0
単勝,芝,MF複勝1位,5-30,人気1-3,615,87,83.2,66.6,56.2,2
単勝,堅いR(1人気=MF1位),MF複勝2位以内,10-20,人気不問,760,52,88.4,66.5,43.4,2
複勝,道悪,MF複勝3位以内,5-30,人気4以下,1328,371,73.8,66.5,67.8,0
単勝,少頭数-12,MF複勝3位以内,5-15,人気4-6,2134,197,77.1,66.4,57.5,0
複勝,長距離1900+,MF複勝1位,5-30,人気1-3,233,93,79.6,66.4,56.7,1
複勝,全体,MF複勝1位,10-20,人気1-6,234,68,84.1,66.4,52.0,1
単勝,道悪,MF複勝3位以内,5-15,人気4以下,1061,100,81.7,66.4,59.9,0
複勝,長距離1900+,MF複勝1位,5-15,人気1-3,233,93,79.6,66.4,56.7,1
単勝,道悪,MF複勝2位以内,5-30,人気4以下,522,54,88.7,66.3,29.4,2
複勝,道悪,MF複勝1位,5-15,人気不問,264,97,79.5,66.3,59.7,0
複勝,道悪,MF複勝3位以内,1-20,人気4-6,1116,334,73.2,66.3,65.8,0
単勝,道悪,MF複勝5位以内,5-15,人気1-3,1558,194,76.3,66.3,72.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気1-3,1352,178,76.8,66.3,39.6,0
単勝,道悪,MF複勝5位以内,5-30,人気1-3,1564,195,77.2,66.3,71.7,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,10-20,人気4-6,586,157,78.5,66.3,60.7,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気4-6,4501,354,74.4,66.2,62.6,0
複勝,芝,MF複勝2位以内,10-20,人気不問,830,203,75.5,66.2,62.4,0
単勝,短距離-1400,MF複勝3位以内,5-15,人気4-6,2993,269,75.4,66.1,62.6,0
複勝,長距離1900+,MF複勝3位以内,10-20,人気4以下,883,223,74.7,66.1,62.7,0
複勝,芝,MF複勝2位以内,10-20,人気4-6,592,153,77.0,66.1,58.7,1
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気1-3,1054,140,77.6,66.1,39.2,1
複勝,道悪,MF複勝2位以内,5-15,人気4-6,428,137,76.7,66.1,56.8,0
複勝,道悪,MF複勝3位以内,5-15,人気4以下,1061,319,72.9,66.1,68.0,0
複勝,全体,MF複勝1位,5-15,人気4-6,962,306,73.1,66.1,64.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気1-6,718,83,82.4,66.1,65.7,1
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-10,人気4以下,312,112,78.3,66.0,63.2,1
複勝,少頭数-12,MF複勝3位以内,10-20,人気4以下,1029,277,74.3,66.0,62.1,0
単勝,多頭数16+,MF複勝3位以内,10-20,人気4-6,1555,99,81.0,66.0,61.3,0
単勝,芝,MF複勝2位以内,10-20,人気4以下,800,52,88.5,66.0,69.7,1
複勝,長距離1900+,MF複勝3位以内,10-20,人気4-6,728,193,75.5,66.0,59.9,0
複勝,長距離1900+,MF複勝2位以内,10-20,人気不問,305,81,81.4,65.9,59.2,1
単勝,長距離1900+,MF複勝2位以内,5-30,人気1-3,924,123,78.2,65.9,64.8,0
単勝,長距離1900+,MF複勝3位以内,10-20,人気1-6,775,53,88.3,65.9,76.2,1
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-10,人気4-6,311,111,77.6,65.9,63.2,1
単勝,全体,MF複勝1位,5-30,人気1-6,2170,244,75.1,65.9,66.9,0
単勝,道悪,MF複勝3位以内,5-15,人気1-3,1008,132,78.4,65.9,71.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気1-3,1056,140,77.4,65.8,39.2,1
複勝,長距離1900+,MF複勝2位以内,10-20,人気1-6,236,67,83.8,65.8,60.0,0
複勝,道悪,MF複勝3位以内,5-30,人気4-6,1133,332,72.6,65.8,64.7,0
単勝,芝,MF複勝2位以内,1-20,人気4以下,2106,181,77.2,65.8,69.4,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気不問,785,86,82.3,65.7,59.6,1
単勝,長距離1900+,MF複勝3位以内,10-20,人気4以下,883,58,86.5,65.7,67.7,1
複勝,全体,MF複勝1位,5-30,人気4-6,1002,314,72.8,65.7,63.6,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気4-6,311,111,77.6,65.7,63.2,1
複勝,全体,MF複勝1位,10-20,人気不問,340,89,80.8,65.7,66.3,1
複勝,短距離-1400,MF複勝1位,1-10,人気4以下,317,112,77.1,65.6,60.9,0
単勝,全体,MF複勝1位,5-15,人気1-6,2130,242,74.9,65.6,68.1,0
複勝,全体,MF複勝1位,5-15,人気4以下,1017,316,72.4,65.6,64.7,0
単勝,長距離1900+,MF複勝2位以内,3-10,人気4-6,533,65,84.8,65.5,48.0,2
単勝,全体,MF複勝1位,5-30,人気不問,2314,249,74.1,65.5,62.0,0
複勝,少頭数-12,MF複勝1位,5-30,人気4-6,233,86,78.7,65.5,43.0,1
複勝,短距離-1400,MF複勝1位,3-10,人気4以下,317,112,77.1,65.5,60.9,0
単勝,短距離-1400,MF複勝1位,5-15,人気1-6,904,110,79.7,65.4,61.6,1
複勝,全体,MF複勝1位,5-30,人気4以下,1146,339,71.8,65.4,64.2,0
単勝,少頭数-12,MF複勝3位以内,3-10,人気4以下,1540,165,75.3,65.3,63.1,0
複勝,長距離1900+,MF複勝2位以内,10-20,人気4以下,298,79,81.9,65.3,59.2,1
複勝,堅いR(1人気=MF1位),MF複勝2位以内,10-20,人気4以下,696,176,76.0,65.3,57.1,0
複勝,道悪,MF複勝1位,5-15,人気1-6,256,94,77.9,65.3,50.0,0
複勝,ダート,MF複勝1位,1-20,人気4以下,535,169,74.9,65.3,70.5,0
複勝,全体,MF複勝1位,10-20,人気4以下,333,87,81.3,65.3,64.6,1
単勝,少頭数-12,MF複勝3位以内,1-10,人気4-6,1537,165,75.4,65.2,63.1,0
単勝,長距離1900+,MF複勝2位以内,3-10,人気4以下,536,65,84.4,65.2,47.5,1
複勝,道悪,MF複勝2位以内,5-30,人気4以下,522,155,76.1,65.2,53.2,0
単勝,道悪,MF複勝2位以内,5-30,人気1-3,544,75,82.7,65.2,65.4,1
複勝,短距離-1400,MF複勝1位,5-30,人気4-6,411,131,76.8,65.2,54.1,1
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,10-20,人気4以下,424,100,78.3,65.1,68.5,0
単勝,長距離1900+,MF複勝2位以内,5-15,人気1-3,924,123,78.2,65.1,64.8,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気不問,2635,156,76.8,65.1,56.9,0
単勝,芝,MF複勝2位以内,5-30,人気4-6,1915,165,76.1,65.0,66.5,0
複勝,少頭数-12,MF複勝2位以内,10-20,人気不問,342,100,80.0,65.0,72.0,0
複勝,道悪,MF複勝1位,5-30,人気1-6,258,94,77.3,64.9,50.0,0
複勝,ダート,MF複勝1位,1-20,人気4-6,485,158,74.8,64.9,67.3,0
単勝,長距離1900+,MF複勝2位以内,1-10,人気4以下,536,65,84.4,64.9,47.5,1
複勝,長距離1900+,MF複勝1位,1-20,人気4-6,205,72,80.3,64.9,45.5,1
複勝,ダート,MF複勝1位,5-15,人気4-6,459,149,74.5,64.9,66.0,0
複勝,短距離-1400,MF複勝1位,1-10,人気4-6,316,111,76.3,64.8,60.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,10-20,人気不問,430,102,78.5,64.8,67.8,0
単勝,多頭数16+,MF複勝2位以内,10-20,人気4以下,793,53,88.0,64.8,26.8,3
複勝,芝,MF複勝2位以内,10-20,人気4以下,800,190,74.5,64.7,61.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気1-6,705,82,81.4,64.6,66.7,1
単勝,道悪,MF複勝3位以内,5-15,人気4-6,1006,95,80.0,64.6,48.9,0
複勝,道悪,MF複勝3位以内,5-15,人気4-6,1006,303,71.6,64.6,64.3,0
単勝,少頭数-12,MF複勝3位以内,1-10,人気4以下,1540,165,75.3,64.5,63.1,0
複勝,道悪,MF複勝1位,5-30,人気不問,277,98,77.1,64.5,57.7,0
複勝,短距離-1400,MF複勝1位,1-20,人気4以下,470,146,75.4,64.4,57.5,0
複勝,少頭数-12,MF複勝1位,1-20,人気4以下,254,94,77.5,64.4,47.1,1
複勝,長距離1900+,MF複勝1位,5-30,人気4-6,205,71,79.6,64.4,43.5,1
単勝,全体,MF複勝1位,5-15,人気不問,2185,243,73.5,64.4,66.4,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気1-6,2259,137,77.2,64.4,59.6,1
単勝,長距離1900+,MF複勝2位以内,5-30,人気4以下,889,84,80.4,64.3,59.3,1
複勝,芝,MF複勝1位,1-20,人気4以下,585,180,73.8,64.3,61.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,10-20,人気4-6,276,72,79.7,64.3,69.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,10-20,人気不問,841,190,74.0,64.3,61.4,0
複勝,芝,MF複勝1位,1-20,人気4-6,527,168,73.0,64.3,57.8,0
複勝,全体,MF複勝1位,3-10,人気4以下,787,262,71.4,64.3,63.9,0
複勝,短距離-1400,MF複勝1位,5-15,人気4-6,397,127,76.0,64.2,54.1,1
単勝,少頭数-12,MF複勝3位以内,3-10,人気4-6,1537,165,75.4,64.2,63.1,0
単勝,多頭数16+,MF複勝2位以内,1-10,人気4-6,1150,119,76.9,64.1,66.5,0
複勝,ダート,MF複勝1位,5-15,人気4以下,487,155,74.3,64.1,67.0,0
複勝,全体,MF複勝1位,3-10,人気4-6,785,260,70.8,64.1,63.9,0
単勝,道悪,MF複勝3位以内,5-30,人気4-6,1133,100,79.6,64.1,52.4,0
単勝,道悪,MF複勝3位以内,1-20,人気4-6,1116,101,78.1,64.1,55.9,0
複勝,短距離-1400,MF複勝1位,3-10,人気4-6,316,111,76.3,64.1,60.9,0
単勝,短距離-1400,MF複勝2位以内,1-20,人気4-6,1488,135,77.3,64.0,63.2,0
単勝,短距離-1400,MF複勝1位,5-30,人気不問,989,113,78.3,64.0,63.8,0
複勝,少頭数-12,MF複勝1位,5-15,人気4-6,221,82,77.6,64.0,43.0,1
複勝,全体,MF複勝1位,1-10,人気4以下,787,262,71.4,64.0,63.9,0
複勝,少頭数-12,MF複勝2位以内,10-20,人気4以下,323,92,78.9,64.0,74.1,0
単勝,多頭数16+,MF複勝2位以内,3-10,人気4-6,1150,119,76.9,64.0,66.5,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,10-20,人気4以下,826,187,74.2,63.9,62.1,0
単勝,長距離1900+,MF複勝3位以内,10-20,人気不問,930,60,84.3,63.9,65.0,1
複勝,道悪,MF複勝3位以内,1-10,人気4以下,697,230,71.6,63.8,58.1,0
複勝,道悪,MF複勝3位以内,10-20,人気1-6,448,115,77.1,63.8,58.3,0
複勝,道悪,MF複勝3位以内,3-10,人気4以下,697,230,71.6,63.8,58.1,0
複勝,ダート,MF複勝1位,5-30,人気4-6,480,153,73.9,63.8,66.5,0
複勝,道悪,MF複勝3位以内,10-20,人気4-6,420,105,76.5,63.7,57.3,0
単勝,道悪,MF複勝3位以内,3-10,人気4-6,696,76,80.1,63.7,59.5,1
単勝,短距離-1400,MF複勝2位以内,1-20,人気4以下,1665,142,75.6,63.7,58.0,0
複勝,長距離1900+,MF複勝1位,5-15,人気4-6,195,68,78.6,63.6,38.4,1
複勝,少頭数-12,MF複勝1位,1-10,人気4-6,198,77,76.4,63.6,41.4,1
単勝,多頭数16+,MF複勝2位以内,1-10,人気4以下,1154,119,76.6,63.6,66.2,0
単勝,道悪,MF複勝2位以内,5-15,人気1-3,543,74,79.5,63.5,58.2,1
複勝,道悪,MF複勝1位,5-30,人気1-3,142,58,79.3,63.5,68.0,0
複勝,少頭数-12,MF複勝1位,5-15,人気4以下,228,83,76.4,63.5,46.9,1
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,10-20,人気1-6,282,74,80.1,63.5,71.0,0
単勝,ダート,MF複勝1位,5-15,人気1-6,1012,117,76.9,63.5,57.9,0
複勝,少頭数-12,MF複勝1位,3-10,人気4-6,198,77,76.4,63.5,41.4,1
単勝,短距離-1400,MF複勝2位以内,5-30,人気4-6,1493,133,76.4,63.4,62.4,0
単勝,芝,MF複勝1位,5-30,人気不問,1213,131,75.9,63.3,51.6,0
複勝,全体,MF複勝1位,1-10,人気4-6,785,260,70.8,63.3,63.9,0
複勝,道悪,MF複勝3位以内,1-10,人気4-6,696,229,71.2,63.1,58.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気1-3,733,97,77.4,63.1,32.9,1
単勝,道悪,MF複勝3位以内,3-10,人気4以下,697,76,79.9,63.1,59.5,1
複勝,道悪,MF複勝3位以内,3-10,人気4-6,696,229,71.2,63.0,58.1,0
単勝,短距離-1400,MF複勝1位,5-15,人気不問,935,110,77.1,63.0,59.6,0
単勝,道悪,MF複勝3位以内,1-20,人気4以下,1231,107,77.4,63.0,63.8,0
単勝,道悪,MF複勝3位以内,1-10,人気4以下,697,76,79.9,63.0,59.5,1
単勝,芝,MF複勝2位以内,5-15,人気4以下,1868,163,74.3,63.0,64.7,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気1-3,733,97,77.4,62.9,32.9,1
複勝,道悪,MF複勝1位,5-15,人気1-3,142,58,79.3,62.9,68.0,0
単勝,芝,MF複勝2位以内,5-15,人気4-6,1766,156,73.7,62.8,63.5,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気4以下,2407,139,75.7,62.8,55.4,0
複勝,芝,MF複勝1位,5-30,人気4以下,598,175,72.0,62.7,60.8,0
複勝,少頭数-12,MF複勝1位,1-10,人気4以下,198,77,76.4,62.7,41.4,1
単勝,多頭数16+,MF複勝1位,5-15,人気1-3,617,84,78.2,62.7,55.3,1
単勝,多頭数16+,MF複勝2位以内,3-10,人気4以下,1154,119,76.6,62.6,66.2,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気4-6,2031,120,76.0,62.6,58.1,1
単勝,多頭数16+,MF複勝1位,5-30,人気1-3,617,84,78.2,62.6,55.3,1
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,10-20,人気4-6,553,132,74.0,62.6,59.5,0
単勝,ダート,MF複勝3位以内,10-20,人気不問,2391,138,74.3,62.6,60.6,0
単勝,ダート,MF複勝1位,5-30,人気1-6,1033,117,75.3,62.6,57.0,0
単勝,ダート,MF複勝2位以内,10-20,人気4以下,783,52,83.2,62.5,48.2,1
単勝,短距離-1400,MF複勝2位以内,3-10,人気4-6,993,104,75.7,62.5,66.3,0
複勝,ダート,MF複勝1位,3-10,人気4以下,373,126,72.8,62.5,63.7,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気不問,729,82,78.7,62.5,65.7,1
単勝,道悪,MF複勝3位以内,1-10,人気4-6,696,76,80.1,62.4,59.5,1
複勝,芝,MF複勝1位,5-30,人気4-6,522,161,71.7,62.4,56.3,0
複勝,短距離-1400,MF複勝1位,5-15,人気4以下,428,131,73.7,62.4,55.3,0
複勝,ダート,MF複勝1位,5-30,人気4以下,548,164,71.6,62.3,64.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,10-20,人気1-6,568,135,73.7,62.3,58.4,0
単勝,ダート,MF複勝2位以内,5-30,人気1-3,2142,250,70.4,62.3,63.9,0
複勝,ダート,MF複勝1位,1-10,人気4以下,373,126,72.8,62.3,63.7,0
単勝,ダート,MF複勝3位以内,10-20,人気4以下,2235,129,74.5,62.2,60.7,0
単勝,短距離-1400,MF複勝2位以内,1-10,人気4-6,993,104,75.7,62.2,66.3,0
単勝,短距離-1400,MF複勝2位以内,5-15,人気4-6,1387,127,74.7,62.2,62.5,0
単勝,短距離-1400,MF複勝2位以内,3-10,人気4以下,996,104,75.5,62.1,66.3,0
複勝,少頭数-12,MF複勝1位,3-10,人気4以下,198,77,76.4,62.1,41.4,1
複勝,ダート,MF複勝1位,3-10,人気4-6,372,125,72.2,62.1,60.3,0
複勝,芝,MF複勝1位,5-15,人気4-6,503,157,71.8,62.0,57.4,0
単勝,芝,MF複勝1位,5-30,人気1-6,1137,127,74.9,62.0,55.2,0
単勝,少頭数-12,MF複勝2位以内,1-20,人気4-6,937,91,77.5,61.9,49.2,1
単勝,ダート,MF複勝2位以内,5-15,人気1-3,2136,249,69.8,61.8,64.0,0
単勝,短距離-1400,MF複勝3位以内,10-20,人気不問,1840,105,75.0,61.8,58.4,0
単勝,ダート,MF複勝1位,5-15,人気不問,1040,117,74.8,61.7,55.6,0
複勝,短距離-1400,MF複勝1位,5-30,人気4以下,482,140,72.1,61.7,57.1,0
単勝,短距離-1400,MF複勝3位以内,10-20,人気4以下,1758,100,75.4,61.7,58.4,0
単勝,短距離-1400,MF複勝2位以内,5-15,人気4以下,1478,131,73.7,61.6,59.0,0
複勝,ダート,MF複勝1位,1-10,人気4-6,372,125,72.2,61.5,60.3,0
複勝,道悪,MF複勝2位以内,3-10,人気4以下,324,108,72.7,61.4,58.7,0
単勝,短距離-1400,MF複勝2位以内,1-10,人気4以下,996,104,75.5,61.3,66.3,0
単勝,芝,MF複勝2位以内,5-30,人気4以下,2248,176,72.0,61.3,62.9,0
単勝,ダート,MF複勝3位以内,10-20,人気4-6,1792,106,74.2,61.2,63.5,0
単勝,ダート,MF複勝1位,5-30,人気1-3,553,74,77.9,61.1,58.9,0
単勝,ダート,MF複勝3位以内,10-20,人気1-6,1948,115,74.0,61.1,63.2,0
単勝,ダート,MF複勝1位,5-15,人気1-3,553,74,77.9,61.1,58.9,0
複勝,芝,MF複勝1位,5-15,人気4以下,530,161,70.7,61.0,57.7,0
単勝,ダート,MF複勝2位以内,10-20,人気不問,834,54,81.8,61.0,44.8,1
複勝,多頭数16+,MF複勝1位,1-20,人気4-6,498,146,70.7,60.8,64.0,0
複勝,長距離1900+,MF複勝1位,5-15,人気4以下,201,68,76.3,60.6,36.3,1
単勝,少頭数-12,MF複勝2位以内,1-20,人気4以下,991,93,75.8,60.6,53.1,1
単勝,少頭数-12,MF複勝2位以内,5-15,人気4以下,879,83,76.2,60.5,56.1,1
複勝,芝,MF複勝1位,1-10,人気4以下,414,136,70.1,60.5,61.3,0
複勝,道悪,MF複勝2位以内,3-10,人気4-6,323,107,72.0,60.4,58.7,0
複勝,多頭数16+,MF複勝1位,5-15,人気4-6,479,140,69.9,60.3,64.0,0
複勝,道悪,MF複勝2位以内,1-10,人気4以下,324,108,72.7,60.3,58.7,0
単勝,芝,MF複勝1位,5-15,人気1-6,1118,125,73.1,60.3,56.1,0
単勝,短距離-1400,MF複勝2位以内,5-30,人気4以下,1785,141,71.5,60.1,53.3,0
複勝,道悪,MF複勝2位以内,1-10,人気4-6,323,107,72.0,60.1,58.7,0
複勝,芝,MF複勝1位,3-10,人気4-6,413,135,69.4,60.1,61.3,0
複勝,少頭数-12,MF複勝1位,5-30,人気4以下,253,87,73.5,60.0,46.9,1
単勝,多頭数16+,MF複勝1位,5-15,人気1-6,1096,119,71.5,60.0,44.0,0
複勝,多頭数16+,MF複勝1位,5-30,人気4-6,495,143,70.1,59.9,64.0,0
複勝,芝,MF複勝1位,3-10,人気4以下,414,136,70.1,59.9,61.3,0
複勝,芝,MF複勝1位,1-10,人気4-6,413,135,69.4,59.7,61.3,0
単勝,芝,MF複勝2位以内,3-10,人気4以下,1306,129,70.3,59.6,62.9,0
単勝,少頭数-12,MF複勝2位以内,5-15,人気4-6,850,81,75.9,59.3,51.1,1
単勝,芝,MF複勝1位,5-15,人気不問,1145,126,72.3,59.2,55.2,0
単勝,芝,MF複勝2位以内,1-10,人気4以下,1306,129,70.3,59.1,62.9,0
単勝,多頭数16+,MF複勝1位,5-30,人気1-6,1112,120,72.1,59.1,43.5,0
複勝,多頭数16+,MF複勝1位,1-20,人気4以下,554,154,68.9,59.0,61.8,0
単勝,芝,MF複勝2位以内,1-10,人気4-6,1301,129,70.6,59.0,63.1,0
単勝,芝,MF複勝2位以内,3-10,人気4-6,1301,129,70.6,58.8,63.1,0
単勝,ダート,MF複勝1位,5-30,人気不問,1101,118,72.2,58.8,54.0,0
複勝,多頭数16+,MF複勝1位,5-15,人気4以下,507,144,68.8,58.7,65.5,0
単勝,少頭数-12,MF複勝2位以内,1-10,人気4-6,668,73,74.3,58.6,56.1,0
単勝,少頭数-12,MF複勝2位以内,3-10,人気4-6,668,73,74.3,58.6,56.1,0
単勝,多頭数16+,MF複勝1位,5-15,人気不問,1124,120,70.7,58.5,42.7,0
単勝,多頭数16+,MF複勝1位,5-30,人気不問,1190,123,71.6,58.4,48.5,0
単勝,少頭数-12,MF複勝2位以内,3-10,人気4以下,668,73,74.3,58.1,56.1,0
複勝,多頭数16+,MF複勝1位,3-10,人気4以下,378,116,68.7,58.1,50.6,0
複勝,多頭数16+,MF複勝1位,1-10,人気4-6,377,115,68.0,58.0,50.6,0
単勝,少頭数-12,MF複勝2位以内,1-10,人気4以下,668,73,74.3,58.0,56.1,0
複勝,多頭数16+,MF複勝1位,3-10,人気4-6,377,115,68.0,57.9,50.6,0
複勝,多頭数16+,MF複勝1位,5-30,人気4以下,573,153,67.4,57.8,59.2,0
複勝,多頭数16+,MF複勝1位,1-10,人気4以下,378,116,68.7,57.7,50.6,0
単勝,少頭数-12,MF複勝2位以内,5-30,人気4-6,949,84,73.1,57.6,46.5,1
単勝,短距離-1400,MF複勝3位以内,10-20,人気4-6,1330,76,73.4,57.4,44.8,0
複勝,ダート,MF複勝3位以内,10-20,人気1-3,156,50,76.9,57.2,64.8,0
単勝,短距離-1400,MF複勝3位以内,10-20,人気1-6,1412,81,73.0,57.0,45.6,1
複勝,長距離1900+,MF複勝1位,1-10,人気4以下,160,54,71.1,56.0,41.6,1
単勝,長距離1900+,MF複勝1位,5-30,人気不問,461,50,76.3,55.7,45.6,1
複勝,長距離1900+,MF複勝1位,3-10,人気4以下,160,54,71.1,55.7,41.6,1
単勝,全体,MF複勝1位,1-20,人気4-6,1012,87,69.7,55.4,65.1,0
単勝,全体,MF複勝1位,1-20,人気4以下,1120,91,68.9,55.3,62.6,0
複勝,長距離1900+,MF複勝1位,1-10,人気4-6,160,54,71.1,55.1,41.6,1
複勝,長距離1900+,MF複勝1位,3-10,人気4-6,160,54,71.1,55.0,41.6,1
単勝,少頭数-12,MF複勝2位以内,5-30,人気4以下,1032,86,69.7,54.4,49.9,0
単勝,全体,MF複勝1位,5-30,人気4-6,1002,83,68.5,53.8,62.8,0
単勝,全体,MF複勝1位,5-30,人気4以下,1146,88,67.5,53.6,55.9,0
単勝,全体,MF複勝1位,5-15,人気4-6,962,81,67.8,53.6,63.3,0
単勝,全体,MF複勝1位,5-15,人気4以下,1017,82,65.2,51.8,59.7,0
単勝,全体,MF複勝1位,1-10,人気4-6,785,68,60.1,46.9,53.8,0
単勝,全体,MF複勝1位,3-10,人気4-6,785,68,60.1,46.6,53.8,0
単勝,全体,MF複勝1位,1-10,人気4以下,787,68,59.9,46.3,53.1,0
