券種,レース条件,馬,オッズ,人気,点数,的中,ROI,CI下,最悪年,年100超
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気4以下,753,94,87.8,71.8,60.5,2
単勝,長距離1900+,MF複勝3位以内,5-30,人気4以下,2237,195,83.1,71.8,71.1,1
単勝,短距離-1400,MF複勝2位以内,5-30,人気1-3,1695,231,81.8,71.8,72.0,0
単勝,ダート,MF複勝3位以内,5-15,人気1-6,7921,847,76.8,71.7,72.9,0
単勝,ダート,MF複勝3位以内,5-30,人気不問,9306,908,77.0,71.7,72.5,0
単勝,少頭数-12,MF複勝5位以内,5-15,人気4以下,5606,503,79.0,71.7,70.3,0
単勝,長距離1900+,MF複勝2位以内,5-15,人気4以下,734,81,90.0,71.7,65.9,1
単勝,少頭数-12,MF複勝3位以内,5-30,人気4以下,2760,232,82.4,71.7,66.4,0
単勝,道悪,MF複勝3位以内,3-10,人気不問,3339,535,77.6,71.6,73.2,0
単勝,多頭数16+,MF複勝1位,3-10,人気1-3,2483,478,78.0,71.6,70.5,0
単勝,少頭数-12,MF複勝5位以内,3-10,人気4以下,3391,370,79.2,71.6,68.1,0
複勝,ダート,MF複勝3位以内,3-10,人気4以下,2665,935,75.7,71.6,71.6,0
単勝,多頭数16+,MF複勝5位以内,10-20,人気4-6,4391,278,81.2,71.6,72.9,0
複勝,多頭数16+,MF複勝3位以内,5-30,人気4以下,4763,1294,75.4,71.6,68.2,0
複勝,多頭数16+,MF複勝3位以内,10-20,人気4以下,2059,490,77.7,71.6,69.3,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気4以下,3929,344,79.8,71.6,65.7,1
複勝,芝,MF複勝3位以内,10-20,人気1-6,1834,488,78.1,71.6,68.7,0
単勝,長距離1900+,MF複勝5位以内,1-10,人気4以下,2530,278,81.1,71.5,73.2,0
複勝,ダート,MF複勝3位以内,1-10,人気4-6,2658,931,75.5,71.5,71.6,0
複勝,芝,MF複勝2位以内,1-20,人気4-6,1893,621,76.4,71.5,72.0,0
複勝,芝,MF複勝3位以内,10-20,人気不問,2312,582,76.9,71.5,66.6,0
単勝,長距離1900+,MF複勝2位以内,5-15,人気1-6,1629,201,82.8,71.5,72.4,0
複勝,短距離-1400,MF複勝2位以内,5-15,人気4以下,1478,472,77.5,71.5,70.7,0
複勝,長距離1900+,MF複勝5位以内,10-20,人気1-6,2499,660,76.9,71.5,74.4,0
複勝,長距離1900+,MF複勝2位以内,1-10,人気4以下,536,204,80.7,71.5,67.3,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気4-6,747,93,87.3,71.5,60.9,2
複勝,ダート,MF複勝5位以内,10-20,人気1-3,305,107,87.0,71.5,76.7,1
単勝,短距離-1400,MF複勝3位以内,5-30,人気1-3,2979,384,78.5,71.5,68.9,0
単勝,道悪,MF複勝2位以内,5-30,人気4-6,455,52,96.5,71.4,33.1,4
単勝,道悪,MF複勝3位以内,3-10,人気1-6,3338,535,77.7,71.4,73.2,0
単勝,道悪,MF複勝5位以内,3-10,人気1-3,3549,600,77.4,71.4,70.0,0
単勝,短距離-1400,MF複勝2位以内,5-15,人気1-3,1693,231,81.9,71.4,72.3,0
複勝,ダート,MF複勝3位以内,3-10,人気4-6,2658,931,75.5,71.4,71.6,0
単勝,短距離-1400,MF複勝3位以内,5-30,人気1-6,6346,671,77.5,71.4,70.2,0
複勝,少頭数-12,MF複勝2位以内,10-20,人気1-6,288,94,87.6,71.4,70.0,2
単勝,多頭数16+,MF複勝3位以内,5-30,人気1-6,7552,784,77.0,71.4,73.5,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気4以下,466,152,81.9,71.4,66.4,2
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気不問,729,263,79.5,71.4,70.5,0
単勝,少頭数-12,MF複勝3位以内,10-20,人気不問,1124,78,91.9,71.4,66.5,2
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気4-6,747,93,87.3,71.3,60.9,2
単勝,道悪,MF複勝3位以内,5-30,人気不問,2338,245,82.8,71.3,69.3,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,1-10,人気4-6,823,98,88.6,71.3,68.0,2
単勝,多頭数16+,MF複勝5位以内,5-30,人気1-3,5622,691,76.5,71.3,69.5,0
単勝,ダート,MF複勝2位以内,5-30,人気4以下,2180,201,82.0,71.3,62.1,1
単勝,少頭数-12,MF複勝5位以内,1-10,人気4-6,3379,368,78.9,71.3,66.9,0
単勝,多頭数16+,MF複勝3位以内,5-15,人気4以下,3684,330,79.5,71.3,71.5,0
単勝,長距離1900+,MF複勝3位以内,1-10,人気4-6,1164,136,84.7,71.3,74.6,0
単勝,短距離-1400,MF複勝3位以内,5-15,人気1-6,5963,653,77.1,71.3,68.0,0
単勝,少頭数-12,MF複勝5位以内,1-10,人気4以下,3391,370,79.2,71.3,68.1,0
単勝,短距離-1400,MF複勝3位以内,5-15,人気1-3,2970,384,78.7,71.2,69.3,0
単勝,ダート,MF複勝5位以内,5-15,人気1-3,6153,743,76.0,71.2,71.2,0
複勝,多頭数16+,MF複勝2位以内,10-20,人気不問,837,215,81.1,71.2,65.8,1
単勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気1-6,6734,409,78.5,71.2,62.2,0
単勝,道悪,MF複勝2位以内,3-10,人気1-3,1757,328,79.3,71.1,64.6,0
複勝,芝,MF複勝2位以内,5-30,人気4-6,1915,616,76.5,71.1,71.5,0
複勝,芝,MF複勝2位以内,5-15,人気4-6,1766,583,76.4,71.1,70.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気4以下,753,94,87.8,71.1,60.5,2
複勝,長距離1900+,MF複勝2位以内,1-10,人気4-6,533,202,80.2,71.1,65.2,0
複勝,長距離1900+,MF複勝2位以内,3-10,人気4以下,536,204,80.7,71.1,67.3,0
単勝,道悪,MF複勝2位以内,5-30,人気不問,1066,129,85.6,71.1,55.1,0
複勝,道悪,MF複勝5位以内,1-10,人気4以下,1466,498,76.4,71.1,72.8,0
単勝,少頭数-12,MF複勝5位以内,3-10,人気4-6,3379,368,78.9,71.1,66.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気1-6,1705,203,81.5,71.1,55.9,0
単勝,ダート,MF複勝2位以内,5-15,人気不問,3963,441,78.3,71.0,68.0,0
複勝,道悪,MF複勝5位以内,3-10,人気4以下,1466,498,76.4,71.0,72.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気不問,1966,217,81.7,71.0,53.0,0
複勝,道悪,MF複勝2位以内,10-20,人気4以下,174,50,92.1,71.0,50.7,1
単勝,短距離-1400,MF複勝2位以内,5-30,人気1-6,3188,364,79.3,71.0,68.4,0
複勝,少頭数-12,MF複勝3位以内,5-30,人気4以下,2760,901,75.7,71.0,70.0,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気不問,8003,471,77.7,71.0,64.8,0
単勝,短距離-1400,MF複勝3位以内,5-30,人気不問,7082,703,76.8,71.0,69.4,0
単勝,ダート,MF複勝2位以内,5-15,人気1-6,3878,435,78.2,70.9,68.6,0
単勝,道悪,MF複勝2位以内,1-20,人気4以下,498,56,94.9,70.9,31.3,3
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気4-6,1020,73,90.9,70.9,63.2,2
複勝,芝,MF複勝2位以内,3-10,人気4-6,1301,468,76.1,70.9,71.5,0
複勝,芝,MF複勝2位以内,5-30,人気4以下,2248,674,75.8,70.9,71.6,0
単勝,多頭数16+,MF複勝3位以内,1-20,人気4以下,4308,360,79.0,70.9,74.5,0
単勝,ダート,MF複勝3位以内,5-30,人気1-6,8505,867,75.6,70.9,72.5,0
複勝,多頭数16+,MF複勝2位以内,5-30,人気4以下,2095,603,76.9,70.9,70.7,0
単勝,短距離-1400,MF複勝5位以内,5-15,人気1-3,4670,585,76.7,70.9,70.7,0
複勝,長距離1900+,MF複勝2位以内,3-10,人気4-6,533,202,80.2,70.8,65.2,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気4以下,7561,441,77.7,70.8,64.6,0
複勝,短距離-1400,MF複勝2位以内,5-30,人気4以下,1785,526,76.6,70.8,67.3,0
単勝,長距離1900+,MF複勝3位以内,3-10,人気4以下,1167,136,84.5,70.8,74.6,0
複勝,長距離1900+,MF複勝1位,5-30,人気不問,461,170,81.0,70.8,71.2,0
複勝,全体,MF複勝2位以内,10-20,人気4以下,1583,395,77.7,70.8,66.6,0
複勝,芝,MF複勝2位以内,5-15,人気4以下,1868,604,76.0,70.8,68.3,0
単勝,長距離1900+,MF複勝5位以内,10-20,人気4以下,2940,180,81.8,70.8,78.2,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気4-6,2031,532,76.6,70.8,70.8,0
複勝,全体,MF複勝2位以内,10-20,人気不問,1664,426,77.8,70.8,65.7,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気不問,1779,208,81.5,70.8,58.1,0
複勝,多頭数16+,MF複勝2位以内,3-10,人気4以下,1154,395,77.0,70.8,68.4,0
単勝,多頭数16+,MF複勝5位以内,5-15,人気1-3,5608,690,76.4,70.7,69.8,0
複勝,多頭数16+,MF複勝2位以内,10-20,人気4以下,793,194,80.3,70.7,63.4,1
複勝,ダート,MF複勝2位以内,10-20,人気4以下,783,205,81.0,70.7,69.8,0
単勝,多頭数16+,MF複勝5位以内,10-20,人気4以下,5850,350,79.3,70.7,72.5,0
単勝,少頭数-12,MF複勝2位以内,5-30,人気1-6,1923,227,81.6,70.7,72.0,0
単勝,道悪,MF複勝5位以内,3-10,人気4-6,1461,159,82.2,70.7,54.3,1
複勝,長距離1900+,MF複勝5位以内,10-20,人気4以下,2940,738,75.8,70.7,74.1,0
単勝,短距離-1400,MF複勝5位以内,5-30,人気1-3,4681,585,76.6,70.6,70.6,0
複勝,芝,MF複勝2位以内,1-20,人気4以下,2106,661,75.7,70.6,70.5,0
単勝,短距離-1400,MF複勝1位,5-15,人気1-3,507,77,88.6,70.6,73.0,1
複勝,少頭数-12,MF複勝2位以内,5-30,人気4以下,1032,360,77.7,70.6,69.8,0
複勝,短距離-1400,MF複勝2位以内,10-20,人気1-6,521,146,82.7,70.6,48.8,1
複勝,芝,MF複勝2位以内,3-10,人気4以下,1306,471,76.5,70.6,71.3,0
単勝,ダート,MF複勝5位以内,5-30,人気1-3,6182,744,75.9,70.6,70.8,0
単勝,短距離-1400,MF複勝2位以内,5-15,人気不問,3171,362,78.1,70.6,67.0,0
単勝,短距離-1400,MF複勝2位以内,5-15,人気1-6,3080,358,78.7,70.5,68.8,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,1-20,人気4-6,4332,361,77.7,70.5,66.1,0
複勝,多頭数16+,MF複勝2位以内,3-10,人気4-6,1150,392,76.5,70.5,68.4,0
複勝,芝,MF複勝2位以内,1-10,人気4以下,1306,471,76.5,70.5,71.3,0
複勝,多頭数16+,MF複勝2位以内,1-10,人気4以下,1154,395,77.0,70.5,68.4,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気4-6,6292,379,78.6,70.5,61.7,0
単勝,長距離1900+,MF複勝5位以内,10-20,人気不問,3050,187,81.3,70.5,77.2,0
複勝,道悪,MF複勝5位以内,1-10,人気4-6,1461,495,76.1,70.5,72.0,0
複勝,芝,MF複勝2位以内,1-10,人気4-6,1301,468,76.1,70.4,71.5,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-20,人気4-6,404,140,81.2,70.4,65.9,1
複勝,ダート,MF複勝2位以内,10-20,人気不問,834,223,80.1,70.4,68.9,0
複勝,短距離-1400,MF複勝5位以内,10-20,人気1-3,176,64,90.8,70.4,75.8,1
単勝,短距離-1400,MF複勝1位,5-30,人気1-3,507,77,88.6,70.4,73.0,1
複勝,多頭数16+,MF複勝2位以内,1-10,人気4-6,1150,392,76.5,70.4,68.4,0
単勝,長距離1900+,MF複勝5位以内,10-20,人気1-6,2499,158,81.9,70.4,72.2,0
単勝,全体,MF複勝2位以内,10-20,人気4以下,1583,104,85.9,70.4,59.3,2
単勝,道悪,MF複勝5位以内,1-10,人気4以下,1466,160,82.5,70.4,54.1,1
単勝,長距離1900+,MF複勝2位以内,1-20,人気4-6,762,83,88.7,70.4,68.5,1
複勝,多頭数16+,MF複勝1位,5-15,人気1-3,617,238,78.2,70.3,67.6,0
複勝,少頭数-12,MF複勝2位以内,10-20,人気4-6,269,86,86.8,70.3,72.3,1
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気4以下,2263,668,75.5,70.3,67.6,0
単勝,道悪,MF複勝5位以内,1-10,人気4-6,1461,159,82.2,70.3,54.3,1
複勝,道悪,MF複勝5位以内,3-10,人気4-6,1461,495,76.1,70.3,72.0,0
単勝,道悪,MF複勝3位以内,3-10,人気1-3,2642,459,77.0,70.3,69.1,0
単勝,道悪,MF複勝5位以内,3-10,人気4以下,1466,160,82.5,70.3,54.1,1
単勝,長距離1900+,MF複勝3位以内,3-10,人気4-6,1164,136,84.7,70.3,74.6,0
複勝,多頭数16+,MF複勝3位以内,3-10,人気4以下,2249,744,74.8,70.2,69.9,0
単勝,ダート,MF複勝2位以内,5-30,人気1-6,4030,440,77.3,70.2,65.9,0
単勝,多頭数16+,MF複勝3位以内,5-30,人気1-3,3670,456,76.7,70.2,68.0,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気1-6,1040,73,89.1,70.2,62.6,1
単勝,多頭数16+,MF複勝2位以内,5-30,人気1-3,2128,282,79.4,70.2,63.0,0
単勝,多頭数16+,MF複勝2位以内,5-15,人気1-3,2126,281,78.6,70.2,63.2,0
単勝,道悪,MF複勝3位以内,5-15,人気不問,2069,232,80.1,70.2,71.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気4以下,3828,1046,74.3,70.2,68.4,0
単勝,長距離1900+,MF複勝5位以内,10-20,人気4-6,2389,151,82.5,70.1,73.2,0
単勝,ダート,MF複勝3位以内,1-10,人気4以下,2665,287,78.8,70.1,71.2,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,10-20,人気4以下,2407,608,76.1,70.1,69.6,0
複勝,多頭数16+,MF複勝3位以内,1-10,人気4以下,2249,744,74.8,70.1,69.9,0
単勝,多頭数16+,MF複勝3位以内,1-20,人気4-6,3799,330,78.4,70.1,71.4,0
単勝,芝,MF複勝3位以内,3-10,人気4以下,2759,293,77.7,70.1,71.0,0
単勝,ダート,MF複勝3位以内,3-10,人気4以下,2665,287,78.8,70.1,71.2,0
複勝,多頭数16+,MF複勝1位,5-30,人気1-3,617,238,78.2,70.1,67.6,0
単勝,道悪,MF複勝1位,3-10,人気1-3,682,141,82.6,70.1,70.4,0
複勝,長距離1900+,MF複勝5位以内,10-20,人気4-6,2389,623,75.3,70.0,72.1,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,1-20,人気4以下,4711,380,77.4,70.0,64.2,0
複勝,多頭数16+,MF複勝3位以内,1-10,人気4-6,2244,740,74.4,70.0,69.9,0
単勝,ダート,MF複勝3位以内,5-30,人気1-3,3945,482,76.4,70.0,70.4,0
単勝,全体,MF複勝2位以内,1-10,人気4以下,2579,280,78.3,69.9,68.7,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気4以下,1233,120,84.3,69.9,66.1,1
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気4-6,3788,332,78.6,69.9,64.5,1
単勝,ダート,MF複勝3位以内,5-15,人気4以下,4183,381,78.1,69.9,69.3,0
単勝,芝,MF複勝3位以内,1-10,人気4-6,2751,293,78.0,69.9,71.2,0
単勝,芝,MF複勝1位,3-10,人気不問,3221,585,75.5,69.9,63.6,0
単勝,少頭数-12,MF複勝2位以内,5-30,人気不問,2006,229,79.5,69.8,69.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気4-6,972,106,84.7,69.8,67.1,1
単勝,堅いR(1人気=MF1位),MF複勝3位以内,1-10,人気4以下,2304,241,79.1,69.8,64.6,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気4-6,2301,241,79.2,69.8,64.9,0
単勝,長距離1900+,MF複勝2位以内,5-30,人気1-6,1695,203,81.7,69.8,68.5,1
単勝,ダート,MF複勝3位以内,5-30,人気4以下,5361,426,77.3,69.8,68.8,0
複勝,長距離1900+,MF複勝1位,5-30,人気1-6,438,164,79.6,69.8,66.0,1
単勝,全体,MF複勝2位以内,3-10,人気4-6,2569,279,78.3,69.7,68.9,0
単勝,ダート,MF複勝3位以内,5-15,人気4-6,3992,366,77.4,69.7,68.3,0
単勝,ダート,MF複勝3位以内,5-15,人気1-3,3929,481,76.3,69.7,70.7,0
単勝,芝,MF複勝1位,3-10,人気1-6,3220,585,75.5,69.7,63.6,0
単勝,多頭数16+,MF複勝3位以内,10-20,人気不問,2173,139,83.2,69.7,75.9,0
単勝,多頭数16+,MF複勝2位以内,1-20,人気4-6,1727,161,82.0,69.7,65.5,0
複勝,多頭数16+,MF複勝3位以内,3-10,人気4-6,2244,740,74.4,69.7,69.9,0
単勝,多頭数16+,MF複勝3位以内,5-30,人気4以下,4763,370,78.1,69.7,68.4,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気1-3,1700,282,77.8,69.6,51.7,1
単勝,堅いR(1人気=MF1位),MF複勝3位以内,1-10,人気4-6,2301,241,79.2,69.6,64.9,0
複勝,短距離-1400,MF複勝1位,5-15,人気1-6,904,321,76.4,69.6,70.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気1-3,1735,294,78.0,69.6,52.5,1
単勝,長距離1900+,MF複勝2位以内,5-15,人気4-6,705,78,89.0,69.6,69.5,2
複勝,少頭数-12,MF複勝3位以内,10-20,人気1-6,995,287,78.2,69.6,64.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-5,人気不問,570,119,82.9,69.6,67.2,0
単勝,ダート,MF複勝3位以内,3-10,人気4-6,2658,285,78.3,69.6,71.2,0
複勝,短距離-1400,MF複勝1位,5-30,人気1-6,918,325,76.8,69.6,69.1,0
単勝,多頭数16+,MF複勝2位以内,1-20,人気4以下,1947,172,81.2,69.5,62.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-10,人気1-6,1192,193,80.0,69.5,63.5,0
単勝,全体,MF複勝2位以内,3-10,人気4以下,2579,280,78.3,69.5,68.7,0
単勝,芝,MF複勝3位以内,1-10,人気4以下,2759,293,77.7,69.5,71.0,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気4以下,2304,241,79.1,69.5,64.6,0
単勝,多頭数16+,MF複勝2位以内,5-30,人気4-6,1739,159,80.9,69.5,65.0,0
複勝,芝,MF複勝1位,5-15,人気1-3,615,238,77.2,69.4,59.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気1-3,319,126,80.1,69.4,63.4,0
単勝,全体,MF複勝1位,5-30,人気1-3,1168,161,80.7,69.4,65.3,1
単勝,全体,MF複勝2位以内,1-10,人気4-6,2569,279,78.3,69.4,68.9,0
単勝,多頭数16+,MF複勝3位以内,5-15,人気1-3,3663,455,76.3,69.4,68.1,0
単勝,長距離1900+,MF複勝2位以内,1-20,人気4以下,834,87,87.3,69.3,63.8,1
単勝,道悪,MF複勝3位以内,5-30,人気1-6,2143,233,79.8,69.3,66.9,0
複勝,長距離1900+,MF複勝1位,5-15,人気1-6,428,161,79.1,69.3,64.1,1
単勝,ダート,MF複勝2位以内,5-30,人気不問,4322,451,76.3,69.3,63.0,0
複勝,長距離1900+,MF複勝3位以内,10-20,人気1-6,775,212,78.2,69.3,62.7,0
単勝,多頭数16+,MF複勝3位以内,5-15,人気4-6,3454,310,77.6,69.3,68.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気不問,1172,187,80.0,69.3,62.3,0
単勝,全体,MF複勝1位,5-15,人気1-3,1168,161,80.7,69.3,65.3,1
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-5,人気1-6,570,119,82.9,69.2,67.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-5,人気不問,1016,200,78.9,69.2,68.0,0
単勝,ダート,MF複勝3位以内,1-20,人気4-6,4450,391,76.7,69.2,71.2,0
複勝,芝,MF複勝3位以内,10-20,人気4以下,2182,532,74.9,69.2,64.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-5,人気1-3,564,117,82.0,69.2,67.2,0
複勝,芝,MF複勝3位以内,10-20,人気4-6,1704,438,75.6,69.1,65.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,1-10,人気不問,1193,193,80.0,69.1,63.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気1-3,1741,294,77.8,69.1,52.2,1
複勝,芝,MF複勝1位,5-30,人気1-3,615,238,77.2,69.1,59.4,0
単勝,芝,MF複勝2位以内,10-20,人気不問,830,56,91.0,69.1,67.1,2
単勝,ダート,MF複勝3位以内,1-10,人気4-6,2658,285,78.3,69.0,71.2,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-5,人気1-6,1016,200,78.9,69.0,68.0,0
単勝,多頭数16+,MF複勝3位以内,5-30,人気4-6,3882,328,77.3,69.0,73.3,0
複勝,少頭数-12,MF複勝5位以内,10-20,人気1-3,181,62,91.4,69.0,78.4,1
単勝,ダート,MF複勝3位以内,1-20,人気4以下,4900,416,76.8,69.0,70.1,0
単勝,少頭数-12,MF複勝3位以内,5-30,人気4-6,2509,217,79.7,68.9,61.8,0
単勝,道悪,MF複勝3位以内,5-15,人気1-6,2014,227,79.2,68.9,66.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気1-3,319,126,80.1,68.9,63.4,0
単勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気1-6,1171,187,80.1,68.9,62.3,0
複勝,道悪,MF複勝2位以内,10-20,人気不問,182,53,91.0,68.8,45.7,1
複勝,短距離-1400,MF複勝2位以内,10-20,人気4-6,495,134,81.6,68.8,50.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気4-6,1020,255,76.8,68.8,68.7,0
単勝,短距離-1400,MF複勝5位以内,10-20,人気4-6,3810,233,78.6,68.8,64.3,0
単勝,道悪,MF複勝3位以内,5-30,人気4以下,1328,112,84.9,68.7,58.3,1
単勝,全体,MF複勝2位以内,5-30,人気4以下,4428,377,77.0,68.7,68.2,0
単勝,芝,MF複勝3位以内,3-10,人気4-6,2751,293,78.0,68.7,71.2,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気1-3,2158,271,77.0,68.7,69.5,0
複勝,芝,MF複勝1位,5-15,人気1-6,1118,395,74.8,68.6,69.8,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気1-3,2167,272,77.5,68.6,69.5,0
複勝,長距離1900+,MF複勝1位,1-20,人気4以下,224,78,84.7,68.6,56.9,1
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-15,人気4以下,1046,111,84.3,68.6,62.6,2
単勝,短距離-1400,MF複勝2位以内,5-30,人気不問,3480,372,76.6,68.6,63.1,0
単勝,長距離1900+,MF複勝3位以内,10-20,人気4-6,728,51,91.3,68.5,79.9,1
単勝,長距離1900+,MF複勝2位以内,5-30,人気不問,1813,207,79.2,68.5,68.5,0
複勝,道悪,MF複勝2位以内,1-20,人気4以下,498,158,79.4,68.5,56.8,0
単勝,短距離-1400,MF複勝3位以内,5-15,人気4以下,3185,285,77.0,68.4,63.7,0
複勝,長距離1900+,MF複勝1位,5-15,人気不問,434,161,78.0,68.4,62.2,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気4以下,5235,388,76.2,68.4,62.0,0
単勝,短距離-1400,MF複勝3位以内,3-10,人気4以下,1987,212,77.8,68.3,59.9,0
複勝,多頭数16+,MF複勝1位,5-30,人気1-6,1112,381,74.6,68.3,68.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気4-6,386,132,79.7,68.3,65.4,1
複勝,長距離1900+,MF複勝3位以内,10-20,人気不問,930,242,77.0,68.3,64.8,0
複勝,多頭数16+,MF複勝1位,5-15,人気1-6,1096,378,74.6,68.3,69.1,0
複勝,芝,MF複勝1位,5-30,人気1-6,1137,399,74.7,68.2,69.8,0
単勝,多頭数16+,MF複勝2位以内,5-15,人気4以下,1735,160,80.4,68.2,64.9,0
複勝,芝,MF複勝1位,5-15,人気不問,1145,399,74.2,68.2,68.6,0
複勝,少頭数-12,MF複勝3位以内,10-20,人気不問,1124,311,76.4,68.2,63.1,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-30,人気4以下,1661,143,82.2,68.2,57.2,1
単勝,短距離-1400,MF複勝5位以内,10-20,人気4以下,5055,294,77.1,68.2,71.6,0
複勝,短距離-1400,MF複勝1位,5-15,人気不問,935,325,75.3,68.2,69.5,0
単勝,多頭数16+,MF複勝3位以内,10-20,人気4以下,2059,128,81.4,68.1,72.9,0
複勝,道悪,MF複勝2位以内,1-20,人気4-6,455,148,79.0,68.1,56.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気1-6,1040,260,76.7,68.1,68.1,0
単勝,短距離-1400,MF複勝3位以内,1-20,人気4以下,3745,312,76.7,68.0,67.2,0
複勝,短距離-1400,MF複勝1位,5-15,人気1-3,507,194,76.7,68.0,67.8,0
複勝,短距離-1400,MF複勝1位,5-30,人気1-3,507,194,76.7,68.0,67.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-30,人気4-6,399,136,80.7,68.0,63.1,1
単勝,短距離-1400,MF複勝3位以内,3-10,人気4-6,1982,211,77.6,67.9,60.1,0
複勝,道悪,MF複勝3位以内,1-20,人気4以下,1231,362,74.7,67.9,68.4,0
単勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-5,人気1-3,1008,197,78.0,67.9,68.0,0
単勝,ダート,MF複勝3位以内,5-30,人気4-6,4560,385,74.9,67.9,68.4,0
単勝,短距離-1400,MF複勝3位以内,5-30,人気4-6,3367,287,76.5,67.9,65.7,0
単勝,多頭数16+,MF複勝1位,3-10,人気1-6,2860,503,73.9,67.9,64.3,0
複勝,多頭数16+,MF複勝1位,5-15,人気不問,1124,382,74.0,67.9,68.0,0
複勝,全体,MF複勝1位,10-20,人気4-6,227,66,84.8,67.9,49.3,1
複勝,芝,MF複勝1位,5-30,人気不問,1213,413,74.6,67.8,69.4,0
単勝,道悪,MF複勝3位以内,5-30,人気1-3,1010,133,80.0,67.8,72.7,0
複勝,道悪,MF複勝3位以内,10-20,人気不問,562,142,79.1,67.8,55.1,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,10-20,人気1-6,650,184,79.0,67.8,61.1,0
単勝,短距離-1400,MF複勝3位以内,1-10,人気4以下,1987,212,77.8,67.8,59.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,10-20,人気4以下,1597,361,74.4,67.7,67.2,0
複勝,短距離-1400,MF複勝1位,5-30,人気不問,989,334,74.4,67.7,66.4,0
単勝,長距離1900+,MF複勝2位以内,5-30,人気4-6,771,80,85.8,67.7,65.4,1
単勝,短距離-1400,MF複勝3位以内,1-10,人気4-6,1982,211,77.6,67.7,60.1,0
複勝,少頭数-12,MF複勝1位,1-20,人気4-6,240,93,80.9,67.7,43.5,1
複勝,荒れR(1人気=MF4位以下),MF複勝1位,5-15,人気4以下,410,137,79.1,67.6,63.2,1
複勝,芝,MF複勝2位以内,10-20,人気1-6,622,166,78.2,67.6,60.1,0
